"Route","Model","Finding ID","Severity","Adjudication (Accept/Reject/Merge)","Chosen Owner","Sprint","Definition of Done"
"/products/soft-seating/solace-pod","GPT511","PSOLACE-05","Low","Merge","Frontend","Sprint 3","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/workstations/oando-workstations--curvivo","PAUX","CURVIVO-05","Low","Merge","Frontend","Sprint 3","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/projects","GPT511","PROJ-05","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/projects","GPTMD","PROJ-4","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/projects","PAUX","PROJ-04","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/quote-cart","GPTMD","QC-4","Low","Accept","Frontend","Sprint 3","Quote cart is globally discoverable, persists state, and transfers full payload into contact/CRM submission with confirmation."
"/service","GPT511","SERV-05","Low","Merge","Frontend","Sprint 3","Affected components pass WCAG 2.1 AA checks (contrast, keyboard, focus order, and status messages)."
"/service","GPT511","SERV-04","Low","Merge","Frontend + Design","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/service","PAUX","SERV-05","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/solutions/workstations, /solutions/seating","GPTMD","SOLC-2","Low","Merge","Frontend","Sprint 3","Route has full solution template (proof, CTA, related products) or clean redirect to parent route without dead-end."
"/support-ivr","PAUX","IVR-05","Low","Merge","Frontend + Legal + Content","Sprint 3","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/sustainability","GPT511","SUST-05","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/sustainability","PAUX","SUST-04","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/sustainability","PAUX","SUST-05","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/terms","PAUX","TERMS-04","Low","Merge","Frontend + Legal + Content","Sprint 3","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/tracking","GPT52","TRK-3","Low","Accept","Frontend","Sprint 3","Public flow is either backed by real order-status API or removed/re-labeled; no simulated success states remain."
"/trusted-by","GPT511","TRUST-04","Low","Merge","Frontend","Sprint 3","Affected components pass WCAG 2.1 AA checks (contrast, keyboard, focus order, and status messages)."
"/trusted-by","PAUX","TRUST-04","Low","Merge","Frontend + Design","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/trusted-by","PAUX","TRUST-05","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/workstations/configurator","GPT511","WCONF-05","Low","Accept","Frontend","Sprint 3","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"/workstations/configurator","GPTMD","WCFG-5","Low","Merge","Frontend","Sprint 3","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"/workstations/configurator","GPTMD","WCFG-4","Low","Accept","Frontend","Sprint 3","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"Cookie Consent / Privacy Banner (renameit.netlify.app)","SONNET","C-03","Low","Merge","Frontend","Sprint 3","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
