"Model","File","Line","Page","ID","Severity","Category","Evidence","Why","Fix"
"GPTMD","GPT.MD","252","/career","CAR-4","Low","Accessibility","Icons decorative; no aria-hidden.","Screen reader noise.","Add aria-hidden."
"GPTMD","GPT.MD","253","/career","CAR-5","Medium","Copy","Locations all Patna; no clarity on remote/hybrid.","Limits applicants; confusion.","Add location tags and remote eligibility."
"GPTMD","GPT.MD","259","/social","SOC-1","High","Product discovery","Uses MOCK_POSTS; real feed absent.","Misleading; stale content risk.","Integrate Instagram API or remove â€œlatestâ€ claim."
"GPTMD","GPT.MD","260","/social","SOC-2","Medium","Interaction UX","Hover overlay only; on mobile requires tap but no affordance.","Users may not know to tap.","Add â€œTap to shopâ€ badge on mobile."
"GPTMD","GPT.MD","261","/social","SOC-3","Medium","Data dependency","Redirect URL falls back to /products if product missing; no notice.","Broken deep-linking.","Add toast â€œProduct unavailable; showing catalog.â€"
"GPTMD","GPT.MD","262","/social","SOC-4","Low","Accessibility","Captions used as alt text; includes emojis.","Screen readers read emojis literally.","Provide `alt` stripped of hashtags/emojis."
"GPTMD","GPT.MD","263","/social","SOC-5","Low","Mobile","Grid constant 3 cols at md; fine. But no lazy loading; large images.","Bandwidth heavy.","Add lazy + `sizes`."
"GPTMD","GPT.MD","269","/tracking","TRK-1","High","Interaction UX","Status logic mocked; only recognizes IDs starting â€œDEâ€.","Real users always see error.","Connect to real order API with auth."
"GPTMD","GPT.MD","270","/tracking","TRK-2","Medium","Mobile","Form + button in single row; overflows small screens.","Input truncation; failed submissions.","Stack input/button on <640px."
"GPTMD","GPT.MD","271","/tracking","TRK-3","Medium","Accessibility","Status timeline lacks `aria-live`; updates not announced.","Screen readers miss status.","Add `aria-live=""polite""` to results container."
"GPTMD","GPT.MD","272","/tracking","TRK-4","Low","Copy","Placeholder â€œTry DE-123â€ reveals fake data.","Reduces trust.","Remove dummy hint; use â€œEnter your order IDâ€."
"GPTMD","GPT.MD","273","/tracking","TRK-5","Medium","Trust","Dates hardcoded Feb 2026.","Immediately outdated.","Render dates from API; show â€œupdated atâ€."
"GPTMD","GPT.MD","279","/quote-cart","QC-1","High","Conversion","Cart persists only in client store (Zustand); no server or cookie persistence.","Cart lost across sessions.","Add localStorage sync + server-side save."
"GPTMD","GPT.MD","280","/quote-cart","QC-2","Medium","Decision support","No price estimate; only quantities.","Users canâ€™t gauge budget.","Add indicative price per item (range)."
"GPTMD","GPT.MD","281","/quote-cart","QC-3","Medium","CTA clarity","â€œSubmit Quote Requestâ€ leads to contact page without cart data.","User must re-enter selections.","POST cart contents to contact form; prefill details."
"GPTMD","GPT.MD","282","/quote-cart","QC-4","Low","Accessibility","Remove button lacks aria-label context.","SR users unsure.","Add `aria-label=""Remove {item}""`."
"GPTMD","GPT.MD","283","/quote-cart","QC-5","Low","Mobile","Grid layout may overflow on xs; images 5.5rem fixed.","Layout squish.","Use vertical list on <480px."
"GPTMD","GPT.MD","289","/privacy","PRV-1","Medium","Copy","Refers to oofpl.com and India context only.","Mismatch for US/global visitors.","Add jurisdiction-specific sections; update date stamp."
"GPTMD","GPT.MD","290","/privacy","PRV-2","Medium","IA","No table of contents for long text.","Hard to navigate.","Add sticky TOC."
"GPTMD","GPT.MD","291","/privacy","PRV-3","Low","Accessibility","Link text â€œsales@oando.co.inâ€ fine; add tel? minor. Also headings with same size.","SR navigation less clear.","Use proper heading hierarchy (h1>h2>h3)."
"GPTMD","GPT.MD","292","/privacy","PRV-4","Low","Trust","No â€œLast updatedâ€ date.","Compliance risk.","Add updated date."
"GPTMD","GPT.MD","293","/privacy","PRV-5","Low","CTA clarity","No opt-out instructions.","Users canâ€™t exercise rights.","Add data access/erase steps."
"GPTMD","GPT.MD","300","/terms","TRM-1","Medium","Copy","Lacks governing law/jurisdiction.","Legal ambiguity.","Add clause specifying jurisdiction."
"GPTMD","GPT.MD","301","/terms","TRM-2","Medium","Trust","No revision history.","Users canâ€™t track changes.","Add version/date."
"GPTMD","GPT.MD","302","/terms","TRM-3","Low","IA","No TOC.","Hard to scan.","Add TOC anchors."
"GPTMD","GPT.MD","303","/terms","TRM-4","Low","Accessibility","Long paragraphs without lists.","Reading burden.","Break into lists."
"GPTMD","GPT.MD","304","/terms","TRM-5","Medium","CTA clarity","No contact for disputes.","Users unsure channel.","Add dispute contact section."
"GPTMD","GPT.MD","310","/imprint","IMP-1","Low","Trust","No registration numbers (CIN/GST).","Legitimacy questioned.","Add government registration IDs."
"GPTMD","GPT.MD","311","/imprint","IMP-2","Low","Copy","Only India address; no hours.","Visitors unsure when to call.","Add hours/timezone."
"GPTMD","GPT.MD","312","/imprint","IMP-3","Low","Accessibility","Uses `<strong>` without semantics; acceptable. Minor: no link to map.","Slight friction.","Add map link."
"GPTMD","GPT.MD","313","/imprint","IMP-4","Low","Visual","Plain text wall.","Low readability.","Use definition list styling."
"GPTMD","GPT.MD","314","/imprint","IMP-5","Low","CTA clarity","No quick contact buttons.","Higher effort to reach.","Add tel/mail buttons."
"GPTMD","GPT.MD","320","/refund-and-return-policy","RRP-1","Medium","Copy","Policy allows cancellation before shipment but lacks process steps.","Users unsure actions.","Add stepwise flow + forms."
"GPTMD","GPT.MD","321","/refund-and-return-policy","RRP-2","Medium","Trust","No effective date.","Compliance risk.","Add effective/updated date."
"GPTMD","GPT.MD","322","/refund-and-return-policy","RRP-3","Low","Accessibility","Bullets good. Lacks link to escalation authority.","Users stuck.","Add escalation contact."
"GPTMD","GPT.MD","323","/refund-and-return-policy","RRP-4","Medium","Decision support","No timelines for refunds except â€œusually within 7 daysâ€.","Ambiguous.","Provide SLA ranges by payment mode."
"GPTMD","GPT.MD","324","/refund-and-return-policy","RRP-5","Low","Mobile","Long lists; ok. Minor: hero image heavy.","Performance.","Use lighter hero for mobile."
"GPTMD","GPT.MD","330","/brochure, /download-brochure, /catalog","BR-1","Medium","IA","All routes redirect to /downloads without notice.","Users feel lost; SEO loss.","Add intermediate page with explanation or 301 + message."
"GPTMD","GPT.MD","331","/brochure, /download-brochure, /catalog","BR-2","Low","Trust","No tracking of brochure downloads.","Can't measure interest.","Add analytics event."
"GPTMD","GPT.MD","332","/brochure, /download-brochure, /catalog","BR-3","Low","CTA clarity","No auto-download.","Extra step.","Trigger brochure PDF download on arrival with consent."
"GPTMD","GPT.MD","333","/brochure, /download-brochure, /catalog","BR-4","Low","Accessibility","Redirect without `aria-live` may confuse SR.","Usability hit.","Add â€œredirectingâ€ live region."
"GPTMD","GPT.MD","334","/brochure, /download-brochure, /catalog","BR-5","Low","Copy","Missing message on why redirect.","User confusion.","Add banner on /downloads about merged pages."
"GPTMD","GPT.MD","340","/support-ivr","IVR-1","High","Interaction UX","Actions mostly contact/links; no actual dial or ticket creation.","Users expect functional IVR alternative.","Integrate tel links and create tickets from selection."
"GPTMD","GPT.MD","341","/support-ivr","IVR-2","Medium","Mobile","Buttons large; good. But breadcrumb text small.","Readability issue.","Increase font-size; add sticky back button."
"GPTMD","GPT.MD","342","/support-ivr","IVR-3","Medium","Accessibility","Buttons lack role description; icon-only states not labelled.","SR users confused.","Add `aria-label` describing action result."
"GPTMD","GPT.MD","343","/support-ivr","IVR-4","Low","Trust","Contact numbers use placeholder +91 124 403 1666 (not consistent with other pages).","Credibility risk.","Align numbers with official contacts."
"GPTMD","GPT.MD","344","/support-ivr","IVR-5","Medium","CTA clarity","No escalation path after info action.","Users may loop.","Add â€œStill need help? Contact agentâ€ button."
"GPTMD","GPT.MD","350","/products/seating, /workstations, /tables","CAT-1","High","Product discovery","Data fetched from Supabase; no offline fallback besides generic empty state.","Blank grid risks exit.","Cache static JSON fallback and display."
"GPTMD","GPT.MD","351","/products/seating, /workstations, /tables","CAT-2","Medium","Filters","Filter panel exists but no â€œclear allâ€ or summary chips (`FilterGrid`).","Users canâ€™t see active filters easily.","Add sticky filter summary chips."
"GPTMD","GPT.MD","352","/products/seating, /workstations, /tables","CAT-3","Medium","Mobile","Filters default closed; no bottom sheet; grid still 2 cols at sm.","Hard filter use on phones.","Use drawer filter with apply button."
"GPTMD","GPT.MD","353","/products/seating, /workstations, /tables","CAT-4","Low","Accessibility","Checkbox inputs lack `aria-describedby` for counts.","SR misses counts.","Add aria with option counts."
"GPTMD","GPT.MD","354","/products/seating, /workstations, /tables","CAT-5","Medium","CTA clarity","Cards missing â€œAdd to compare / Add to quoteâ€ quick actions.","Low engagement.","Add inline actions with toasts."
"GPTMD","GPT.MD","360","/products/.../winea-pro, winea-flow, winea-maxx, fluid-x, solace","PDP-1","High","Data dependency","PDP relies on Supabase; no static fallback; `notFound()` if missing.","Outages = 404; SEO loss.","Generate static JSON fallback and ISR."
"GPTMD","GPT.MD","361","/products/.../winea-pro, winea-flow, winea-maxx, fluid-x, solace","PDP-2","High","Decision support","No price, lead time, warranty table; only specs.","Buyers canâ€™t evaluate.","Add price band, SLA, warranty badges."
"GPTMD","GPT.MD","362","/products/.../winea-pro, winea-flow, winea-maxx, fluid-x, solace","PDP-3","Medium","CTA clarity","CTAs limited (compare/add quote absent).","Lower conversion.","Add â€œAdd to quote cartâ€ and â€œAdd to compareâ€ buttons."
"GPTMD","GPT.MD","363","/products/.../winea-pro, winea-flow, winea-maxx, fluid-x, solace","PDP-4","Medium","Accessibility","Gallery images likely missing descriptive alt (generated).","SR users miss visuals.","Use spec-driven alt text."
"GPTMD","GPT.MD","364","/products/.../winea-pro, winea-flow, winea-maxx, fluid-x, solace","PDP-5","Low","Mobile","4/3 hero image heavy; no thumb carousel; spec table likely wide.","Scroll fatigue.","Add collapsible specs and thumb slider."
"GPTMD","GPT.MD","370","/solutions/workstations, /solutions/seating","SOLC-1","Medium","Content","Pages show only title/description; no imagery.","Feels unfinished.","Add hero + CTA to products."
"GPTMD","GPT.MD","371","/solutions/workstations, /solutions/seating","SOLC-2","Low","CTA clarity","No CTA.","Dead end.","Add â€œView categoryâ€ & â€œTalk to plannerâ€."
"GPTMD","GPT.MD","372","/solutions/workstations, /solutions/seating","SOLC-3","Low","Trust","No proof points.","Weak credibility.","Add client examples."
"GPTMD","GPT.MD","373","/solutions/workstations, /solutions/seating","SOLC-4","Low","Mobile","Centered text fine.","n/a","â€”"
"GPTMD","GPT.MD","374","/solutions/workstations, /solutions/seating","SOLC-5","Medium","IA","Not linked from main solutions page.","Discoverability low.","Add links/cards on /solutions."
"GPTMD","GPT.MD","380","/workstations/configurator","WCFG-1","Low","IA","Silent redirect to /configurator?type=workstations.","Confusing if bookmarked.","Show banner confirming redirect."
"GPTMD","GPT.MD","381","/workstations/configurator","WCFG-2","Low","SEO","No meta; redirect only.","Wastes crawl budget.","Add 301 in Next config."
"GPTMD","GPT.MD","382","/workstations/configurator","WCFG-3","Low","Analytics","Redirect not tracked.","Lost attribution.","Fire analytics event."
"GPTMD","GPT.MD","383","/workstations/configurator","WCFG-4","Low","Accessibility","No live region for redirect.","SR confusion.","Announce redirect."
"GPTMD","GPT.MD","384","/workstations/configurator","WCFG-5","Low","CTA clarity","None.","n/a","Add message linking main configurator."
"PAUX","PAUX.md","82","`/`","HOME-01","High","CTA clarity","Home pushes users to `/compare` from `SolutionsGrid` before any product is selected.","Sends exploratory users into an empty comparison state.","Replace the homepage compare CTA with category-led CTAs; show compare only after items exist."
"PAUX","PAUX.md","83","`/`","HOME-02","High","Mobile responsiveness","Guided planner, AI chatbot, and WhatsApp CTA are all fixed to the viewport; cookie consent can also sit at the bottom.","Bottom-of-screen clutter reduces visible content and competes for taps on mobile.","Consolidate fixed helpers into one launcher and suppress it when cookie, compare, or form states are active."
"PAUX","PAUX.md","84","`/`","HOME-03","Medium","IA/navigation","Desktop utility links include `Service`, `Showrooms`, `Contact`, but mobile primary nav omits many utility/resource destinations.","Mobile users have weaker discovery of service and resource pages.","Add a utility/resource section to mobile nav and expose key support/resource routes in primary nav."
"PAUX","PAUX.md","85","`/`","HOME-04","High","Trust/credibility","Homepage KPIs use `getBusinessStats`, while `/about` and `/trusted-by` use conflicting hardcoded KPI totals.","Cross-page number conflicts immediately reduce trust.","Centralize KPI source and reuse the same as-of date across every proof block."
"PAUX","PAUX.md","86","`/`","HOME-05","Medium","Content/copy","Partnership banner says â€œAuthorized Franchise Partnerâ€ but relies on the AFC logo to explain the partner identity/value.","Important trust context is implicit rather than explicit.","Add the partner name, scope, and a short proof statement beside the logo."
"PAUX","PAUX.md","92","`/about`","ABOUT-01","High","Content/copy","Page is one hero, one image block, one stats band, and client badges; no team, footprint, milestones, or operating proof.","The â€œAboutâ€ page feels thin for a B2B office-furniture firm.","Add leadership, locations served, delivery model, certifications, and support footprint."
"PAUX","PAUX.md","93","`/about`","ABOUT-02","High","Trust/credibility","Stats use `TRUSTED_BY_STATS`, which conflicts with dynamic KPI pages.","Users checking proof across pages will see conflicting business scale.","Move `/about` to the same KPI source used on home/projects/showrooms."
"PAUX","PAUX.md","94","`/about`","ABOUT-03","Medium","IA/navigation","Client badge section repeats `/trusted-by` instead of moving users to case studies, service, or showrooms.","Adds redundancy instead of helping users choose a next step.","Replace one badge block with route cards to `Projects`, `Showrooms`, and `Service`."
"PAUX","PAUX.md","95","`/about`","ABOUT-04","Medium","CTA clarity","Only meaningful next step is the bottom teaser.","Users have to finish the page before they can act.","Add an in-content CTA after the â€œWho we areâ€ section."
"PAUX","PAUX.md","96","`/about`","ABOUT-05","Medium","Mobile responsiveness","Hero, large image, stat band, and client grid create a long proof-less scroll before action on mobile.","Important conversion choice appears too late.","Pull one primary CTA or trust strip higher for mobile."
"PAUX","PAUX.md","102","`/projects`","PROJ-01","High","IA/navigation","Route title is â€œOur Work,â€ but the page body is essentially a client badge directory.","Page intent is unclear; users expecting case studies get a client list.","Rename to â€œClientsâ€ or rebuild as a true projects/case-study hub."
"PAUX","PAUX.md","103","`/projects`","PROJ-02","High","Merchandising/discovery","Client badges do not link to portfolio/gallery proof.","Trust signals are disconnected from evidence.","Link top clients to corresponding portfolio/gallery entries where available."
"PAUX","PAUX.md","104","`/projects`","PROJ-03","Medium","IA/navigation","Sector/location data exists in the badge dataset but there is no filtering or search.","Long badge walls are hard to scan.","Add sector/location filters and jump chips."
"PAUX","PAUX.md","105","`/projects`","PROJ-04","Low","Visual hierarchy","KPI as-of label sits below the stat row with a negative top margin.","The timestamp feels visually detached from the numbers it validates.","Pull the as-of line into the same KPI frame."
"PAUX","PAUX.md","106","`/projects`","PROJ-05","Medium","CTA clarity","The page ends without a clear next action.","Users hit a proof wall without a path to products or contact.","Add a closing CTA band to `Portfolio`, `Gallery`, or `Contact`."
"PAUX","PAUX.md","112","`/products`","PROD-01","Medium","Content/copy","Feature bullets are rendered as plain â€œ-â€ paragraphs, not as structured decision cues.","Scannability is weaker than it should be on a category gateway page.","Convert them to a semantic list with icons and quick-buy meanings."
"PAUX","PAUX.md","113","`/products`","PROD-02","High","CTA clarity","â€œCompare selected productsâ€ appears in the client confidence band even before users pick anything.","Premature CTA creates dead-end behavior.","Hide it until compare state exists, or change it to â€œHow comparison works.â€"
"PAUX","PAUX.md","114","`/products`","PROD-03","Medium","Trust/credibility","â€œClient confidenceâ€ shows text-only client names without case-study proof.","Name-dropping alone is weak proof in B2B furniture.","Add linked proof cards or at least sector/location tags."
"PAUX","PAUX.md","115","`/products`","PROD-04","Medium","Decision support","Category grid cards show only category name and product count.","Users do not get enough help choosing the right category quickly.","Add 2-3 decision signals per category: best use case, budget band, lead-time indicator."
"PAUX","PAUX.md","116","`/products`","PROD-05","Medium","Mobile responsiveness","Home-to-products flow becomes a long scroll of intro, categories, proof, recommendations, and client strip.","Mobile users can lose momentum before they narrow.","Surface sticky category chips or a mobile jump nav above the grid."
"PAUX","PAUX.md","122","`/configurator`","CONFIG-01","High","Decision support","Suggested systems all link to `/products/workstations`, not to the matched product or preset.","Recommendation quality is not carried into the next step.","Deep-link to specific products or a prefiltered category state."
"PAUX","PAUX.md","123","`/configurator`","CONFIG-02","Medium","Interaction UX","Form is highly technical and mm-only.","Non-technical buyers may not know what values to enter confidently.","Add presets, helper text, and an ft/in toggle."
"PAUX","PAUX.md","124","`/configurator`","CONFIG-03","Medium","CTA clarity","No export/share/PDF or preview of the submitted brief exists.","Users cannot validate or circulate the configuration before sending.","Add downloadable brief and shareable URL."
"PAUX","PAUX.md","125","`/configurator`","CONFIG-04","Medium","Mobile responsiveness","On mobile the live map stacks above a long five-stage form.","Fit/budget feedback becomes too far from the final submit action.","Add a compact sticky summary near the submit area."
"PAUX","PAUX.md","126","`/configurator`","CONFIG-05","Medium","Trust/credibility","Budget range is shown, but inclusions/exclusions are not explained.","Users can over-trust a rough estimate.","Add explicit assumptions for taxes, install, freight, and accessories."
"PAUX","PAUX.md","132","`/compare`","COMP-01","High","Mobile responsiveness","Table uses `min-w-[760px]` with `overflow-x-auto`.","Mobile users are forced into horizontal scrolling.","Use stacked comparison cards under 768px."
"PAUX","PAUX.md","133","`/compare`","COMP-02","High","Decision support","Multiple rows fall back to â€œavailable on requestâ€ copy.","Users still cannot choose confidently after comparing.","Require category-specific comparable attributes before listing a product in compare."
"PAUX","PAUX.md","134","`/compare`","COMP-03","Medium","Interaction UX","Empty state offers no inline product search or add flow.","Users must backtrack to continue.","Add inline picker/search in the compare page."
"PAUX","PAUX.md","135","`/compare`","COMP-04","Medium","Content/copy","H1 says â€œCompare workstation and storage options,â€ but the route can compare other categories.","Mismatch lowers clarity.","Make the title dynamic to selected categories."
"PAUX","PAUX.md","136","`/compare`","COMP-05","Medium","Interaction UX","Table columns do not provide remove/change controls.","Users cannot refine the set without leaving the page.","Add remove and replace actions in each product header."
"PAUX","PAUX.md","142","`/contact`","CONTACT-01","Critical","Interaction UX","Successful submit returns `mailto:userEmail` and `wa.me(userPhone)` follow-up actions.","The success state points users back to themselves, not the company.","Return company-side follow-up actions or replace buttons with a neutral success state."
"PAUX","PAUX.md","143","`/contact`","CONTACT-02","High","CTA clarity","Form asks only for contact basics and free text.","Sales/support triage quality is weaker than it should be.","Add inquiry type, seat count, timeline, budget, and preferred route."
"PAUX","PAUX.md","144","`/contact`","CONTACT-03","Medium","Trust/credibility","Address block is text-only; no map, office hours, or response-time expectation.","Contact trust is lower than it should be.","Add map, office hours, and response SLA."
"PAUX","PAUX.md","145","`/contact`","CONTACT-04","Medium","Content/copy","Hero promise says the team will respond with next steps, but no timeframe is stated.","Users cannot judge responsiveness.","Add a concrete response-time statement."
"PAUX","PAUX.md","146","`/contact`","CONTACT-05","Medium","Mobile responsiveness","Contact details appear before the form on mobile.","Users with clear intent to submit must scroll past operational text first.","Reverse order on mobile or add a â€œJump to formâ€ link."
"PAUX","PAUX.md","152","`/planning`","PLAN-01","Medium","IA/navigation","Planning and `/solutions` cover nearly the same process story.","Duplicate pages weaken IA clarity.","Differentiate by outcomes or merge one route into the other."
"PAUX","PAUX.md","153","`/planning`","PLAN-02","High","Decision support","No sample deliverables are shown.","Users cannot see what â€œplanningâ€ actually produces.","Add sample layouts, BOQ excerpts, and zoning outputs."
"PAUX","PAUX.md","154","`/planning`","PLAN-03","Medium","Trust/credibility","No workshop format, participant list, or timeline is defined.","Service offer stays abstract.","Add engagement format and typical delivery windows."
"PAUX","PAUX.md","155","`/planning`","PLAN-04","Medium","CTA clarity","Both CTAs leave the page; no lightweight brief form exists here.","Intent capture is weaker than it should be.","Embed a short planning intake form."
"PAUX","PAUX.md","156","`/planning`","PLAN-05","Low","Visual hierarchy","Process cards are all equal-weight text blocks.","The page feels flatter than the promise suggests.","Add numbered steps and visual output thumbnails."
"PAUX","PAUX.md","162","`/service`","SERV-01","High","Trust/credibility","â€œEmail supportâ€ uses `sales@oando.co.in`.","Sales and support routing are blurred.","Use a dedicated support mailbox consistently."
"PAUX","PAUX.md","163","`/service`","SERV-02","High","CTA clarity","â€œTrack orderâ€ routes to a simulated tracking page.","Service confidence collapses at the next click.","Replace with a real status flow or a support-only status request."
"PAUX","PAUX.md","164","`/service`","SERV-03","Medium","Content/copy","No SLA, coverage geography, or turnaround guidance is shown.","Service offer lacks operational clarity.","Add service matrix by request type and geography."
"PAUX","PAUX.md","165","`/service`","SERV-04","Medium","Interaction UX","â€œRaise a support requestâ€ goes to the generic contact form.","Existing customers are not routed into a support-specific experience.","Create a support form with issue type and photo upload."
"PAUX","PAUX.md","166","`/service`","SERV-05","Low","Visual hierarchy","Service channels and the support CTA box have similar visual weight.","Primary resolution path is not obvious.","Visually prioritize the fastest-resolution channel."
"PAUX","PAUX.md","172","`/solutions`","SOL-01","High","IA/navigation","This page overlaps heavily with `/planning`.","Users get two near-identical process pages.","Convert `/solutions` into a true hub for solution categories and industries."
"PAUX","PAUX.md","173","`/solutions`","SOL-02","Medium","Decision support","Three phases are generic and not tied to real outputs.","Buyers do not learn what they get at each stage.","Add phase outputs and linked artifacts."
"PAUX","PAUX.md","174","`/solutions`","SOL-03","Medium","CTA clarity","Only two CTAs are offered: planning call and browse products.","Mid-funnel users lack richer next steps.","Add configurator and case-study CTAs."
"PAUX","PAUX.md","175","`/solutions`","SOL-04","High","Trust/credibility","Stats are hardcoded here while other routes use the KPI service.","Proof consistency breaks again.","Use the same KPI source and as-of label everywhere."
"PAUX","PAUX.md","176","`/solutions`","SOL-05","Medium","Mobile responsiveness","Three equal-weight phase cards stack into a long undifferentiated flow.","Mobile scannability is weaker than needed.","Add numbered anchors and a sticky in-page step nav."
"PAUX","PAUX.md","182","`/showrooms`","SHOW-01","High","IA/navigation","Page title promises showrooms, but there are no showroom locations, maps, timings, or booking actions.","Users looking for a visitable showroom get the wrong page.","Either rename the page or add real showroom content."
"PAUX","PAUX.md","183","`/showrooms`","SHOW-02","Medium","Content/copy","Body mixes stats, company story, client list, signature deliveries, carousel, and teaser.","The page goal feels diffuse.","Re-center the route around showroom visits or project-journey storytelling, not both."
"PAUX","PAUX.md","184","`/showrooms`","SHOW-03","Medium","CTA clarity","No showroom appointment or visit CTA is present.","High-intent visitors cannot act.","Add â€œBook a visitâ€ or â€œRequest showroom callâ€ CTA."
"PAUX","PAUX.md","185","`/showrooms`","SHOW-04","Medium","Trust/credibility","Dynamic KPI band is followed by hardcoded client list and generic delivery cards.","Proof feels stitched together rather than curated.","Consolidate proof into a more coherent case-study structure."
"PAUX","PAUX.md","186","`/showrooms`","SHOW-05","Low","Mobile responsiveness","Mixed modules create a long, unfocused mobile scroll.","Cognitive load rises without a clear journey.","Tighten the sequence around one primary objective."
"PAUX","PAUX.md","192","`/downloads`","DOWN-01","High","CTA clarity","Page promises catalogs, sheets, and references, but all routes point to contact or planning.","â€œDownloadsâ€ is a dead-end label.","Provide real files or gated file delivery."
"PAUX","PAUX.md","193","`/downloads`","DOWN-02","High","IA/navigation","`/brochure`, `/download-brochure`, and `/catalog` all redirect here.","Redirect cluster amplifies the same dead-end.","Retire redirect routes or make this route genuinely downloadable."
"PAUX","PAUX.md","194","`/downloads`","DOWN-03","Medium","Trust/credibility","No file size, format, version, or update date is shown.","Users cannot judge document usefulness.","Add document metadata."
"PAUX","PAUX.md","195","`/downloads`","DOWN-04","Medium","Merchandising/discovery","Resource cards are broad and not tied to actual product families.","Retrieval remains vague.","Organize docs by category and use case."
"PAUX","PAUX.md","196","`/downloads`","DOWN-05","Medium","Mobile responsiveness","Users hit three request cards and then another request box, with no instant document access.","The page feels repetitive and low-value on mobile.","Show available downloads first; gate only missing/specialized documents."
"PAUX","PAUX.md","202","`/portfolio`","PORT-01","Medium","Merchandising/discovery","No filters for client, sector, location, or project type.","Large photo groups are harder to scan.","Add simple chips and anchor links."
"PAUX","PAUX.md","203","`/portfolio`","PORT-02","High","Decision support","Client sections show photos and short summaries, but no seat counts, scope, or product mix.","Visual proof is not converted into buying proof.","Add project facts for each client cluster."
"PAUX","PAUX.md","204","`/portfolio`","PORT-03","Medium","CTA clarity","No route from a portfolio section to products or contact.","Users cannot move naturally from inspiration to action.","Add related-product and request-similar-brief CTAs."
"PAUX","PAUX.md","205","`/portfolio`","PORT-04","Low","Mobile responsiveness","Portfolio count summary is hidden on mobile.","Mobile users lose orientation.","Surface a compact summary above each client group."
"PAUX","PAUX.md","206","`/portfolio`","PORT-05","Medium","IA/navigation","Portfolio and gallery are not clearly differentiated.","Two media routes compete conceptually.","Define portfolio as grouped case studies and gallery as browseable media, then cross-link that distinction."
"PAUX","PAUX.md","212","`/gallery`","GALL-01","Medium","Merchandising/discovery","Gallery is only six hardcoded projects.","Route feels shallow relative to its promise.","Expand inventory and add filters."
"PAUX","PAUX.md","213","`/gallery`","GALL-02","Medium","Interaction UX","No lightbox/fullscreen view exists.","Visual browsing is less usable.","Add lightbox with captions and navigation."
"PAUX","PAUX.md","214","`/gallery`","GALL-03","Medium","CTA clarity","Tiles are not linked to case studies or related products.","Inspiration does not convert.","Make each tile actionable."
"PAUX","PAUX.md","215","`/gallery`","GALL-04","Low","Accessibility/contrast","White text sits over images with a gradient overlay, but image brightness will vary.","Some captions can become harder to read.","Move captions below-image on mobile and deepen overlay where needed."
"PAUX","PAUX.md","216","`/gallery`","GALL-05","Low","Mobile responsiveness","Masonry collapses into a long single-column scroll without filters.","Browsing gets repetitive on mobile.","Add sticky filters or jump chips."
"PAUX","PAUX.md","222","`/news`","NEWS-01","High","Trust/credibility","News is a set of hardcoded cards with month labels only and no detail pages.","It reads like placeholder content, not a news system.","Publish article pages or remove the news hub."
"PAUX","PAUX.md","223","`/news`","NEWS-02","Medium","IA/navigation","No archive, categories, or sort options exist.","Users cannot browse or validate recency.","Add archive/filter structure."
"PAUX","PAUX.md","224","`/news`","NEWS-03","Medium","CTA clarity","Only exit path is â€œFollow on social channels.â€","Route does not help users continue the buying journey.","Add related projects/downloads/contact CTAs."
"PAUX","PAUX.md","225","`/news`","NEWS-04","Low","Content/copy","Headlines are generic and unsupported by proof, imagery, or sources.","Lowers editorial credibility.","Add images, linked evidence, or named initiative references."
"PAUX","PAUX.md","226","`/news`","NEWS-05","Low","Mobile responsiveness","Three equal cards make it hard to identify what is actually newest.","Users must inspect all three to infer recency.","Promote the latest item as a lead story."
"PAUX","PAUX.md","232","`/trusted-by`","TRUST-01","High","Trust/credibility","KPI totals conflict with home/projects/showrooms.","Core trust proof becomes unreliable.","Use one KPI source across the site."
"PAUX","PAUX.md","233","`/trusted-by`","TRUST-02","Medium","Decision support","Client badges show sector/location but not project relevance or outcomes.","Trust proof is shallow.","Add proof snippets or case-study links."
"PAUX","PAUX.md","234","`/trusted-by`","TRUST-03","Medium","Merchandising/discovery","No search or filters exist for a long client grid.","Scanning is slow.","Add sector/location filters."
"PAUX","PAUX.md","235","`/trusted-by`","TRUST-04","Low","IA/navigation","Page adds little beyond `/about` and `/projects`.","More pages, not more value.","Turn top clients into richer expandable proof cards."
"PAUX","PAUX.md","236","`/trusted-by`","TRUST-05","Low","Mobile responsiveness","Large badge matrix produces repetitive scroll on mobile.","Fatigue rises before users reach the bottom CTA.","Group by sector in accordions."
"PAUX","PAUX.md","242","`/sustainability`","SUST-01","High","Trust/credibility","Page claims independent benchmarks and internal audits but names no standard or downloadable proof.","Sustainability claims remain unverifiable.","Add certifications, methodology, and a downloadable statement."
"PAUX","PAUX.md","243","`/sustainability`","SUST-02","Medium","Decision support","Eco-score story is not connected back into category/product discovery from this page.","Sustainability stays editorial instead of actionable.","Add direct links to eco-filtered products and categories."
"PAUX","PAUX.md","244","`/sustainability`","SUST-03","Medium","Content/copy","Copy is broad and corporate, not furniture-specific enough.","Buyers do not learn how the claims affect real product decisions.","Add materials, parts-replacement, and lifecycle specifics."
"PAUX","PAUX.md","245","`/sustainability`","SUST-04","Low","CTA clarity","Newsletter appears before a practical product-related CTA.","Users get asked to subscribe before they can act on the content.","Put â€œView sustainable productsâ€ ahead of newsletter."
