"Route","Model","Finding ID","Severity","Adjudication (Accept/Reject/Merge)","Chosen Owner","Sprint","Definition of Done"
"/showrooms","PAUX","SHOW-04","Medium","Reject","Frontend + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/showrooms","PAUX","SHOW-05","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/downloads","PAUX","DOWN-01","High","Merge","Frontend","Sprint 1","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/downloads","PAUX","DOWN-02","High","Merge","Frontend + Design","Sprint 1","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/downloads","PAUX","DOWN-03","Medium","Merge","Frontend + Content","Sprint 2","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/downloads","PAUX","DOWN-04","Medium","Merge","Frontend","Sprint 2","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/downloads","PAUX","DOWN-05","Medium","Merge","Frontend","Sprint 2","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/portfolio","PAUX","PORT-01","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/portfolio","PAUX","PORT-02","High","Merge","Frontend","Sprint 1","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/portfolio","PAUX","PORT-03","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/portfolio","PAUX","PORT-04","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/portfolio","PAUX","PORT-05","Medium","Merge","Frontend + Design","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/gallery","PAUX","GALL-01","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/gallery","PAUX","GALL-02","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/gallery","PAUX","GALL-03","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/gallery","PAUX","GALL-04","Low","Merge","Frontend","Sprint 3","Affected components pass WCAG 2.1 AA checks (contrast, keyboard, focus order, and status messages)."
"/gallery","PAUX","GALL-05","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/news","PAUX","NEWS-01","High","Merge","Frontend + Content","Sprint 1","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/news","PAUX","NEWS-02","Medium","Merge","Frontend + Design","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/news","PAUX","NEWS-03","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/news","PAUX","NEWS-04","Low","Merge","Content","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/news","PAUX","NEWS-05","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/trusted-by","PAUX","TRUST-01","High","Merge","Frontend + Content","Sprint 1","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/trusted-by","PAUX","TRUST-02","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/trusted-by","PAUX","TRUST-03","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/trusted-by","PAUX","TRUST-04","Low","Merge","Frontend + Design","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/trusted-by","PAUX","TRUST-05","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/sustainability","PAUX","SUST-01","High","Merge","Frontend + Content","Sprint 1","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/sustainability","PAUX","SUST-02","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/sustainability","PAUX","SUST-03","Medium","Merge","Content","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/sustainability","PAUX","SUST-04","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/sustainability","PAUX","SUST-05","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/career","PAUX","CAREER-01","High","Merge","Frontend","Sprint 1","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/career","PAUX","CAREER-02","High","Merge","Frontend","Sprint 1","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/career","PAUX","CAREER-03","Medium","Merge","Content","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/career","PAUX","CAREER-04","Low","Merge","Frontend + Content","Sprint 3","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/career","PAUX","CAREER-05","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/social","PAUX","SOCIAL-01","High","Merge","Frontend + Content","Sprint 1","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/social","PAUX","SOCIAL-02","High","Accept","Content","Sprint 1","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/social","PAUX","SOCIAL-03","Medium","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/social","PAUX","SOCIAL-04","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/social","PAUX","SOCIAL-05","Low","Reject","Frontend + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/tracking","PAUX","TRACK-01","Critical","Accept","Frontend + Content","Sprint 1","Public flow is either backed by real order-status API or removed/re-labeled; no simulated success states remain."
"/tracking","PAUX","TRACK-02","Critical","Accept","Content","Sprint 1","Public flow is either backed by real order-status API or removed/re-labeled; no simulated success states remain."
"/tracking","PAUX","TRACK-03","High","Merge","Frontend","Sprint 1","Public flow is either backed by real order-status API or removed/re-labeled; no simulated success states remain."
"/tracking","PAUX","TRACK-04","Medium","Merge","Frontend","Sprint 2","Public flow is either backed by real order-status API or removed/re-labeled; no simulated success states remain."
"/tracking","PAUX","TRACK-05","Medium","Merge","Frontend + Content","Sprint 2","Public flow is either backed by real order-status API or removed/re-labeled; no simulated success states remain."
"/quote-cart","PAUX","QC-01","High","Merge","Frontend","Sprint 1","Quote cart is globally discoverable, persists state, and transfers full payload into contact/CRM submission with confirmation."
"/quote-cart","PAUX","QC-02","High","Merge","Frontend","Sprint 1","Quote cart is globally discoverable, persists state, and transfers full payload into contact/CRM submission with confirmation."
"/quote-cart","PAUX","QC-03","Medium","Accept","Frontend + Content","Sprint 2","Quote cart is globally discoverable, persists state, and transfers full payload into contact/CRM submission with confirmation."
"/quote-cart","PAUX","QC-04","Medium","Accept","Frontend","Sprint 2","Quote cart is globally discoverable, persists state, and transfers full payload into contact/CRM submission with confirmation."
"/quote-cart","PAUX","QC-05","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/privacy","PAUX","PRIV-01","High","Merge","Frontend + Legal + Content","Sprint 1","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/privacy","PAUX","PRIV-02","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/privacy","PAUX","PRIV-03","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/privacy","PAUX","PRIV-04","Low","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/privacy","PAUX","PRIV-05","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/terms","PAUX","TERMS-01","High","Merge","Frontend + Legal + Content","Sprint 1","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/terms","PAUX","TERMS-02","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/terms","PAUX","TERMS-03","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/terms","PAUX","TERMS-04","Low","Merge","Frontend + Legal + Content","Sprint 3","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/terms","PAUX","TERMS-05","Low","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/imprint","PAUX","IMPRINT-01","High","Merge","Frontend + Legal + Content","Sprint 1","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/imprint","PAUX","IMPRINT-02","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/imprint","PAUX","IMPRINT-03","Low","Merge","Frontend + Legal + Content","Sprint 3","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/imprint","PAUX","IMPRINT-04","Low","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/imprint","PAUX","IMPRINT-05","Low","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/refund-and-return-policy","PAUX","REFUND-01","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/refund-and-return-policy","PAUX","REFUND-02","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/refund-and-return-policy","PAUX","REFUND-03","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/refund-and-return-policy","PAUX","REFUND-04","Low","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/refund-and-return-policy","PAUX","REFUND-05","Low","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/support-ivr","PAUX","IVR-01","High","Merge","Frontend + Legal + Content","Sprint 1","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/support-ivr","PAUX","IVR-02","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/support-ivr","PAUX","IVR-03","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/support-ivr","PAUX","IVR-04","Low","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/support-ivr","PAUX","IVR-05","Low","Merge","Frontend + Legal + Content","Sprint 3","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/products/seating","PAUX","SEATCAT-01","High","Merge","Frontend + Content","Sprint 1","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/seating","PAUX","SEATCAT-02","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/seating","PAUX","SEATCAT-03","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/seating","PAUX","SEATCAT-04","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/seating","PAUX","SEATCAT-05","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/products/workstations","PAUX","WORKCAT-01","High","Merge","Frontend + Content","Sprint 1","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/workstations","PAUX","WORKCAT-02","High","Merge","Frontend","Sprint 1","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/workstations","PAUX","WORKCAT-03","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/workstations","PAUX","WORKCAT-04","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/workstations","PAUX","WORKCAT-05","Low","Reject","Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/products/tables","PAUX","TABLECAT-01","High","Merge","Frontend + Content","Sprint 1","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/tables","PAUX","TABLECAT-02","High","Merge","Frontend","Sprint 1","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/tables","PAUX","TABLECAT-03","Medium","Merge","Frontend + Design","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/tables","PAUX","TABLECAT-04","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/tables","PAUX","TABLECAT-05","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/products/seating/oando-seating--fluid-x","PAUX","FLUIDX-01","High","Merge","Frontend","Sprint 1","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating/oando-seating--fluid-x","PAUX","FLUIDX-02","High","Merge","Frontend","Sprint 1","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating/oando-seating--fluid-x","PAUX","FLUIDX-03","High","Merge","Frontend + Content","Sprint 1","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating/oando-seating--fluid-x","PAUX","FLUIDX-04","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating/oando-seating--fluid-x","PAUX","FLUIDX-05","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating/oando-seating--spino","PAUX","SPINO-01","High","Merge","Frontend","Sprint 1","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating/oando-seating--spino","PAUX","SPINO-02","High","Merge","Frontend","Sprint 1","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating/oando-seating--spino","PAUX","SPINO-03","High","Merge","Frontend + Content","Sprint 1","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating/oando-seating--spino","PAUX","SPINO-04","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating/oando-seating--spino","PAUX","SPINO-05","Low","Merge","Frontend","Sprint 3","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/workstations/oando-workstations--deskpro","PAUX","DESKPRO-01","High","Merge","Frontend","Sprint 1","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/workstations/oando-workstations--deskpro","PAUX","DESKPRO-02","High","Merge","Frontend","Sprint 1","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/workstations/oando-workstations--deskpro","PAUX","DESKPRO-03","High","Merge","Frontend + Content","Sprint 1","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/workstations/oando-workstations--deskpro","PAUX","DESKPRO-04","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/workstations/oando-workstations--deskpro","PAUX","DESKPRO-05","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/workstations/oando-workstations--curvivo","PAUX","CURVIVO-01","High","Merge","Frontend","Sprint 1","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/workstations/oando-workstations--curvivo","PAUX","CURVIVO-02","High","Merge","Frontend","Sprint 1","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/workstations/oando-workstations--curvivo","PAUX","CURVIVO-03","High","Merge","Frontend + Content","Sprint 1","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/workstations/oando-workstations--curvivo","PAUX","CURVIVO-04","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/workstations/oando-workstations--curvivo","PAUX","CURVIVO-05","Low","Merge","Frontend","Sprint 3","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/tables/oando-tables--exquisite","PAUX","EXQ-01","High","Merge","Frontend","Sprint 1","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/tables/oando-tables--exquisite","PAUX","EXQ-02","High","Merge","Frontend","Sprint 1","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/tables/oando-tables--exquisite","PAUX","EXQ-03","High","Merge","Frontend + Content","Sprint 1","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/tables/oando-tables--exquisite","PAUX","EXQ-04","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/tables/oando-tables--exquisite","PAUX","EXQ-05","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/tables/oando-tables--apex","PAUX","APEX-01","High","Merge","Frontend","Sprint 1","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/tables/oando-tables--apex","PAUX","APEX-02","High","Merge","Frontend","Sprint 1","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/tables/oando-tables--apex","PAUX","APEX-03","High","Merge","Frontend + Content","Sprint 1","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/tables/oando-tables--apex","PAUX","APEX-04","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/tables/oando-tables--apex","PAUX","APEX-05","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/solutions/seating","PAUX","SOLSEAT-01","High","Merge","Frontend + Design","Sprint 1","Route has full solution template (proof, CTA, related products) or clean redirect to parent route without dead-end."
"/solutions/seating","PAUX","SOLSEAT-02","High","Accept","Frontend","Sprint 1","Route has full solution template (proof, CTA, related products) or clean redirect to parent route without dead-end."
"/solutions/seating","PAUX","SOLSEAT-03","Medium","Merge","Frontend","Sprint 2","Route has full solution template (proof, CTA, related products) or clean redirect to parent route without dead-end."
"/solutions/seating","PAUX","SOLSEAT-04","Medium","Merge","Frontend + Content","Sprint 2","Route has full solution template (proof, CTA, related products) or clean redirect to parent route without dead-end."
"/solutions/seating","PAUX","SOLSEAT-05","Medium","Merge","Frontend","Sprint 2","Route has full solution template (proof, CTA, related products) or clean redirect to parent route without dead-end."
"/solutions/workstations","PAUX","SOLWORK-01","High","Merge","Frontend + Design","Sprint 1","Route has full solution template (proof, CTA, related products) or clean redirect to parent route without dead-end."
"/solutions/workstations","PAUX","SOLWORK-02","High","Merge","Frontend","Sprint 1","Route has full solution template (proof, CTA, related products) or clean redirect to parent route without dead-end."
"/solutions/workstations","PAUX","SOLWORK-03","Medium","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/solutions/workstations","PAUX","SOLWORK-04","Medium","Merge","Frontend + Content","Sprint 2","Route has full solution template (proof, CTA, related products) or clean redirect to parent route without dead-end."
"/solutions/workstations","PAUX","SOLWORK-05","Medium","Merge","Frontend","Sprint 2","Route has full solution template (proof, CTA, related products) or clean redirect to parent route without dead-end."
"/ (renameit.netlify.app â€” Redesign/Staging)","SONNET","A-H-01","Critical","Accept","Frontend + Content","Sprint 1","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"/ (renameit.netlify.app â€” Redesign/Staging)","SONNET","A-H-02","High","Merge","Frontend","Sprint 1","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"/ (renameit.netlify.app â€” Redesign/Staging)","SONNET","A-H-03","High","Merge","Content","Sprint 1","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"/ (renameit.netlify.app â€” Redesign/Staging)","SONNET","A-H-04","High","Merge","Content","Sprint 1","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"/ (renameit.netlify.app â€” Redesign/Staging)","SONNET","A-H-05","Medium","Merge","Frontend + Design","Sprint 2","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"/ (renameit.netlify.app â€” Redesign/Staging)","SONNET","A-H-06","Medium","Merge","Frontend","Sprint 2","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"/ (renameit.netlify.app â€” Redesign/Staging)","SONNET","A-H-07","Medium","Merge","Frontend + Content","Sprint 2","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"/ (renameit.netlify.app â€” Redesign/Staging)","SONNET","A-H-08","Medium","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/ (renameit.netlify.app â€” Redesign/Staging)","SONNET","A-H-09","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/ (renameit.netlify.app â€” Redesign/Staging)","SONNET","A-H-10","Low","Reject","Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/ (oando.co.in â€” Current Production)","SONNET","B-H-01","Critical","Accept","Frontend","Sprint 1","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"/ (oando.co.in â€” Current Production)","SONNET","B-H-02","Critical","Accept","Frontend + Design","Sprint 1","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"/ (oando.co.in â€” Current Production)","SONNET","B-H-03","High","Merge","Frontend","Sprint 1","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"/ (oando.co.in â€” Current Production)","SONNET","B-H-04","High","Merge","Frontend + Content","Sprint 1","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"/ (oando.co.in â€” Current Production)","SONNET","B-H-05","High","Merge","Frontend + Design","Sprint 1","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"/ (oando.co.in â€” Current Production)","SONNET","B-H-06","Medium","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/ (oando.co.in â€” Current Production)","SONNET","B-H-07","Medium","Merge","Content","Sprint 2","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"/ (oando.co.in â€” Current Production)","SONNET","B-H-08","Medium","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/ (oando.co.in â€” Current Production)","SONNET","B-H-09","Low","Reject","Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/ (oando.co.in â€” Current Production)","SONNET","B-H-10","Low","Merge","Frontend","Sprint 3","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"Header / Navigation System (Both Builds â€” Partial)","SONNET","N-01","High","Accept","Frontend + Legal + Content","Sprint 1","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"Header / Navigation System (Both Builds â€” Partial)","SONNET","N-02","High","Accept","Frontend + Legal + Content","Sprint 1","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"Header / Navigation System (Both Builds â€” Partial)","SONNET","N-03","Medium","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"Header / Navigation System (Both Builds â€” Partial)","SONNET","N-04","Medium","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"Header / Navigation System (Both Builds â€” Partial)","SONNET","N-05","Low","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"Cookie Consent / Privacy Banner (renameit.netlify.app)","SONNET","C-01","High","Merge","Frontend + Content","Sprint 1","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"Cookie Consent / Privacy Banner (renameit.netlify.app)","SONNET","C-02","Medium","Merge","Content","Sprint 2","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"Cookie Consent / Privacy Banner (renameit.netlify.app)","SONNET","C-03","Low","Merge","Frontend","Sprint 3","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
